class1,class2,domain1,domain2,GT,GT_ratio_order,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,acc_root_majority_wikidata,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,acc_root_majority_coqex,acc_root_ttest_coqex,acc_root_ttest_majority_coqex,acc_root_majority_gpt3,acc_root_ttest_gpt3,acc_root_ttest_majority_gpt3,acc_majority_root_majority,acc_majority_root_majority_ttest,acc_majority_root_ttest,acc_supervised_root_maj_ttest,acc_supervised_root_majority,acc_supervised_root_ttest
researcher,space station,occupation,man-made_object,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,formula one circuit,occupation,man-made_object,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation studio,website,organization,creative_work,-1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tea company,website,organization,creative_work,-1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline,smartphone,organization,man-made_object,-1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
animation studio,bicycle,organization,man-made_object,-1,6,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
coal power plant,smartphone,organization,man-made_object,-1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
conglomerate,smartphone,organization,man-made_object,-1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
cooperative,space station,organization,man-made_object,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,bicycle,organization,man-made_object,-1,6,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,smartphone,organization,man-made_object,-1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
tea company,bicycle,organization,man-made_object,-1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tea company,smartphone,organization,man-made_object,-1,6,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
bacteria,technological invention,species,creative_work,1,6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bacteria,national park,species,geographical_entity,1,6,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,,,
bacteria,observatory,species,man-made_object,1,6,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,,,
bacteria,satellite,species,man-made_object,1,6,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
fungus,space station,species,man-made_object,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,space station,species,man-made_object,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,smartphone,species,man-made_object,-1,6,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
snake,smartphone,species,man-made_object,-1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bacteria,astronaut,species,occupation,1,6,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,NBA player,species,occupation,1,6,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,,,
bacteria,airline,species,organization,1,6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bacteria,coal power plant,species,organization,1,6,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,conglomerate,species,organization,1,6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bacteria,football club,species,organization,1,6,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bacteria,tea company,species,organization,1,6,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,phytoplankton,species,species,1,6,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,,
snake,bacteria,species,species,-1,6,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
animation feature film,website,creative_work,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
book,national dance,creative_work,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
book,technological invention,creative_work,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
patent,religious text,creative_work,creative_work,1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
play,website,creative_work,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
scientific paper,national dance,creative_work,creative_work,1,5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
scientific paper,technological invention,creative_work,creative_work,1,5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
song,national dance,creative_work,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
song,technological invention,creative_work,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation feature film,bicycle,creative_work,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
animation feature film,smartphone,creative_work,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
book,observatory,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
book,percussion instrument,creative_work,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
book,submarine,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
film,space station,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
mobile app,formula one circuit,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
play,smartphone,creative_work,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
religious text,industrial robot,creative_work,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
scientific paper,observatory,creative_work,man-made_object,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
scientific paper,percussion instrument,creative_work,man-made_object,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
scientific paper,submarine,creative_work,man-made_object,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
song,observatory,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
song,percussion instrument,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
song,submarine,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
video game,space station,creative_work,man-made_object,1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
website,oil tanker,creative_work,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
website,satellite,creative_work,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
website,skyscraper,creative_work,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
website,spacecraft,creative_work,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
ancient civilization,mobile app,geographical_entity,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
highway,song,geographical_entity,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
island,website,geographical_entity,creative_work,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
national park,website,geographical_entity,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
nuclear power plant,scientific paper,geographical_entity,creative_work,-1,5,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,,,
nuclear power plant,song,geographical_entity,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
volcano,website,geographical_entity,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
world heritage site,book,geographical_entity,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
world heritage site,scientific paper,geographical_entity,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
zoo,website,geographical_entity,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lake,ancient civilization,geographical_entity,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lake,desert,geographical_entity,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airport,smartphone,geographical_entity,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
castle,space station,geographical_entity,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
city,smartphone,geographical_entity,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
dam,bicycle,geographical_entity,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
dam,smartphone,geographical_entity,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
highway,bicycle,geographical_entity,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
island,bicycle,geographical_entity,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
lake,formula one circuit,geographical_entity,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
river,space station,geographical_entity,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
volcano,smartphone,geographical_entity,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
world heritage site,bicycle,geographical_entity,man-made_object,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
zoo,bicycle,geographical_entity,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
zoo,smartphone,geographical_entity,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
merchant ship,smartphone,man-made_object,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
oil tanker,smartphone,man-made_object,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
satellite,bicycle,man-made_object,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
skyscraper,bicycle,man-made_object,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
smartphone,skyscraper,man-made_object,man-made_object,1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
space station,wind turbine,man-made_object,man-made_object,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spacecraft,bicycle,man-made_object,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
spacecraft,smartphone,man-made_object,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
actor,religious text,occupation,creative_work,1,5,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,,,
astronaut,book,occupation,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
astronaut,scientific paper,occupation,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,website,occupation,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
politician,religious text,occupation,creative_work,1,5,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
researcher,religious text,occupation,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,technological invention,occupation,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
nurse,ancient civilization,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
nurse,desert,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
police officer,desert,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
researcher,ancient civilization,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,desert,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,nuclear power plant,occupation,geographical_entity,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline pilot,space station,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
dentist,space station,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
journalist,space station,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,bicycle,occupation,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
nurse,formula one circuit,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
physicist,space station,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
police officer,formula one circuit,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
researcher,formula one circuit,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,percussion instrument,occupation,man-made_object,1,5,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
school teacher,submarine,occupation,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
astronaut,school teacher,occupation,occupation,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,animation studio,occupation,organization,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,cryptocurrency exchange,occupation,organization,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
school teacher,tea company,occupation,organization,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline,website,organization,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation studio,book,organization,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation studio,song,organization,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
coal power plant,website,organization,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
conglomerate,website,organization,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,song,organization,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,website,organization,creative_work,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tea company,book,organization,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,scientific paper,organization,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,song,organization,creative_work,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
airline,bicycle,organization,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bank,smartphone,organization,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
coal power plant,bicycle,organization,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
conglomerate,bicycle,organization,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,bicycle,organization,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
public library,space station,organization,man-made_object,1,5,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
publisher,smartphone,organization,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
amphibian,website,species,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bacteria,animation feature film,species,creative_work,1,5,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,,,
bee,website,species,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,religious text,species,creative_work,1,5,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
grass,website,species,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,religious text,species,creative_work,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,website,species,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,website,species,creative_work,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bacteria,airport,species,geographical_entity,1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bacteria,city,species,geographical_entity,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,dam,species,geographical_entity,1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bacteria,volcano,species,geographical_entity,1,5,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,,,
bacteria,zoo,species,geographical_entity,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
amphibian,bicycle,species,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
amphibian,smartphone,species,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bacteria,skyscraper,species,man-made_object,1,5,0,1,,0,0,1,0,0,1,1,0,1,0,1,0,,,
bacteria,spacecraft,species,man-made_object,1,5,1,1,,0,0,1,1,1,1,1,0,1,1,1,1,,,
bird,smartphone,species,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
butterfly,smartphone,species,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
fish,smartphone,species,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
grass,smartphone,species,man-made_object,-1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mammal,bicycle,species,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,bicycle,species,man-made_object,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,space station,species,man-made_object,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,bicycle,species,man-made_object,-1,5,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bacteria,university,species,organization,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,amphibian,species,species,1,5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
bacteria,butterfly,species,species,1,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bacteria,grass,species,species,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bird,bacteria,species,species,-1,5,0,1,,1,1,1,0,0,0,1,0,1,1,1,0,,,
fish,bacteria,species,species,-1,5,0,1,,1,1,1,0,0,0,1,0,1,1,1,0,,,
mammal,bacteria,species,species,-1,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
spider,bacteria,species,species,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
board game,website,creative_work,creative_work,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
book,animation feature film,creative_work,creative_work,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
film,religious text,creative_work,creative_work,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
mobile app,technological invention,creative_work,creative_work,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
painting,website,creative_work,creative_work,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
patent,national dance,creative_work,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
song,animation feature film,creative_work,creative_work,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
video game,religious text,creative_work,creative_work,1,4,0,1,,1,1,1,0,0,0,1,1,1,1,1,1,,,
board game,bicycle,creative_work,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
board game,smartphone,creative_work,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
board game,space station,creative_work,man-made_object,1,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,
film,smartphone,creative_work,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mobile app,percussion instrument,creative_work,man-made_object,1,4,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
mobile app,submarine,creative_work,man-made_object,1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
painting,bicycle,creative_work,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
painting,smartphone,creative_work,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
painting,space station,creative_work,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
play,bicycle,creative_work,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
religious text,wind turbine,creative_work,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
scientific paper,oil tanker,creative_work,man-made_object,1,4,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
scientific paper,satellite,creative_work,man-made_object,1,4,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
scientific paper,spacecraft,creative_work,man-made_object,1,4,,1,1,0,0,1,1,0,1,1,1,1,1,1,1,,,
song,oil tanker,creative_work,man-made_object,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
song,satellite,creative_work,man-made_object,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
song,skyscraper,creative_work,man-made_object,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
song,spacecraft,creative_work,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
website,helicopter,creative_work,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
website,merchant ship,creative_work,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airport,website,geographical_entity,creative_work,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
ancient civilization,patent,geographical_entity,creative_work,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
castle,religious text,geographical_entity,creative_work,1,4,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
city,website,geographical_entity,creative_work,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
dam,book,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
dam,scientific paper,geographical_entity,creative_work,-1,4,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,,
dam,song,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
desert,mobile app,geographical_entity,creative_work,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
desert,patent,geographical_entity,creative_work,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
island,scientific paper,geographical_entity,creative_work,-1,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
island,song,geographical_entity,creative_work,-1,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
lake,national dance,geographical_entity,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
national park,song,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
nuclear power plant,mobile app,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
river,religious text,geographical_entity,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
volcano,book,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
zoo,book,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
zoo,song,geographical_entity,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
lake,nuclear power plant,geographical_entity,geographical_entity,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lake,world heritage site,geographical_entity,geographical_entity,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
airport,bicycle,geographical_entity,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
airport,space station,geographical_entity,man-made_object,1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
ancient civilization,industrial robot,geographical_entity,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
castle,formula one circuit,geographical_entity,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
city,bicycle,geographical_entity,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
city,space station,geographical_entity,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
desert,industrial robot,geographical_entity,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
lake,observatory,geographical_entity,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lake,percussion instrument,geographical_entity,man-made_object,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
river,smartphone,geographical_entity,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
volcano,bicycle,geographical_entity,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
ancient civilization,cooperative,geographical_entity,organization,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
desert,cooperative,geographical_entity,organization,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
lake,animation studio,geographical_entity,organization,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
formula one circuit,industrial robot,man-made_object,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
helicopter,bicycle,man-made_object,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
helicopter,smartphone,man-made_object,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
merchant ship,bicycle,man-made_object,man-made_object,-1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
space station,helicopter,man-made_object,man-made_object,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
space station,merchant ship,man-made_object,man-made_object,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
wind turbine,smartphone,man-made_object,man-made_object,-1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
actor,national dance,occupation,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline pilot,religious text,occupation,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
astronaut,mobile app,occupation,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
dentist,religious text,occupation,creative_work,1,4,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
journalist,religious text,occupation,creative_work,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,scientific paper,occupation,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,song,occupation,creative_work,-1,4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
