,class1,class2,domain1,domain2,GT,interdomain,weight_majority,prediction_majority,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
653,airline pilot,river,occupation,geographical_entity,1,True,-1.0,-1.0,-0.9968612965535728,-0.9968612965535728,0.9999837912577745,-0.5,0.6235891693762494,0.3764108306237505,-1,0
6398,journalist,hospital,occupation,organization,1,True,0.7894736842105263,1.0,0.9930530290732957,0.9930530290732957,0.9760457189150191,-0.9849231849431463,0.5033185421626614,0.49668145783733864,-1,0
3686,cooperative,travel agency,organization,organization,1,False,0.631578947368421,1.0,0.984485200404495,0.984485200404495,-0.5,0.0,0.4347617096475559,0.5652382903524441,1,1
2672,board game,animation feature film,creative_work,creative_work,1,False,-1.0,-1.0,-0.9810165007680093,-0.9810165007680093,-0.5,0.9969885250148343,0.40788511432273533,0.5921148856772647,1,1
4277,desert,travel agency,geographical_entity,organization,-1,True,0.5263157894736842,1.0,0.9785648605726471,0.9785648605726471,-0.9946028231135453,-0.9963379882624278,0.770004978247488,0.22999502175251194,-1,1
6392,journalist,helicopter,occupation,man-made_object,1,True,1.0,1.0,0.9991773204980465,0.9991773204980465,0.9916074319761334,-0.5,0.3611894094309762,0.6388105905690238,1,1
7547,nuclear power plant,submarine,geographical_entity,man-made_object,-1,True,0.5263157894736842,1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,1
9716,river,nuclear power plant,geographical_entity,geographical_entity,1,False,1.0,1.0,0.9972974343456547,0.9972974343456547,0.5,0.9938377283194166,0.11557115587337541,0.8844288441266246,1,1
8762,police officer,conglomerate,occupation,organization,1,True,1.0,1.0,0.998489528392282,0.998489528392282,0.9999676537211878,0.5,0.14778166713671148,0.8522183328632885,1,1
11429,video game,observatory,creative_work,man-made_object,1,True,1.0,1.0,0.9888115283373162,0.9888115283373162,-0.996389087456574,0.9977455083268723,0.24163012620018354,0.7583698737998165,1,1
9836,satellite,submarine,man-made_object,man-made_object,1,False,0.7894736842105263,1.0,0.5,0.5,0.9999985912401244,0.5,0.18506438609243625,0.8149356139075637,1,1
4544,fast food restaurant,painting,organization,creative_work,1,True,-1.0,-1.0,0.0,0.0,0.9980799978699332,-0.5,0.49164289256193394,0.5083571074380661,1,1
1070,amphibian,tea company,species,organization,1,True,0.631578947368421,1.0,0.5,0.5,0.9997218368022989,0.9999999999958642,0.11195878249253322,0.8880412175074668,1,1
